"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.494773996E2,7.331753540E0,-1.599139572E1,1.011611343E1,2.029322789E1
1.494874396E2,3.706741791E0,-1.476065506E1,8.512647858E0,1.743794845E1
1.494975106E2,3.481759644E-1,-1.431652863E1,5.963898010E0,1.551297192E1
1.495075816E2,-2.787353668E0,-1.479104187E1,2.634820862E0,1.528026639E1
1.495176526E2,-5.356610870E0,-1.680091232E1,-1.629062347E0,1.770925687E1
1.495276926E2,-6.667884064E0,-1.994227982E1,-5.961502991E0,2.185622840E1
1.495377636E2,-6.625971222E0,-2.289384201E1,-8.629405060E0,2.534754679E1
1.495478336E2,-5.939947815E0,-2.482392838E1,-8.898096313E0,2.703121377E1
1.495578746E2,-5.180576935E0,-2.581456833E1,-7.056775360E0,2.725854717E1
1.495679456E2,-4.256997528E0,-2.612771713E1,-3.678151245E0,2.672654911E1
1.495780156E2,-3.337759094E0,-2.569601486E1,-5.360353088E-1,2.591742945E1
1.495880566E2,-2.796933746E0,-2.441318253E1,1.902244263E0,2.464639634E1
1.495981266E2,-2.489622803E0,-2.234418503E1,4.253704376E0,2.288132049E1
1.496081976E2,-2.458936615E0,-1.918260956E1,6.899153137E0,2.053331909E1
1.496182686E2,-2.488574982E0,-1.592927490E1,9.037905579E0,1.848292568E1
1.496283086E2,-1.922452240E0,-1.242401413E1,1.066457291E1,1.648590504E1
1.496383796E2,-1.015937347E0,-8.984466705E0,1.150821854E1,1.463529516E1
1.496484506E2,-1.072519684E0,-6.027815094E0,9.514664154E0,1.131431338E1
1.496584906E2,-1.237626343E0,-3.407963104E0,7.181765442E0,8.045103253E0
1.496685616E2,-1.020278320E0,-1.670526123E0,4.230802002E0,4.661685420E0
1.496786326E2,-1.647623749E0,-5.968089294E-1,1.762135620E0,2.485149263E0
1.496887036E2,-2.352807312E0,3.203338623E-2,4.080514526E-1,2.388144546E0
1.496987436E2,-2.967728577E0,5.888754272E-1,6.316864014E-2,3.026248081E0
1.497088146E2,-3.446133728E0,1.509610748E0,-1.249002686E0,3.964185918E0
1.497188846E2,-3.652853851E0,2.688409424E0,-3.229534149E0,5.567834167E0
1.497289256E2,-3.671564941E0,3.878135376E0,-5.278473358E0,7.508835070E0
1.497389966E2,-3.307072906E0,5.166655884E0,-6.520290985E0,8.952388439E0
1.497490666E2,-2.103126526E0,6.398743744E0,-6.772516479E0,9.551651279E0
1.497591076E2,-2.989283752E-1,6.587052155E0,-6.230493622E0,9.071806051E0
1.497691776E2,1.289418640E0,5.361849976E0,-6.278244324E0,8.356338156E0
1.497792486E2,1.973645782E0,2.808310089E0,-7.447612610E0,8.200537593E0
1.497893196E2,1.717079315E0,-1.719923401E-1,-8.225694580E0,8.404760203E0
1.497993596E2,1.346599731E0,-2.875071259E0,-7.331603851E0,7.989479370E0
1.498094306E2,7.071295166E-1,-5.617069244E0,-4.949756927E0,7.520079301E0
1.498195016E2,1.008901978E-1,-8.663683777E0,-4.124672699E0,9.595963750E0
1.498295535E2,3.029699707E-1,-1.160566589E1,-4.906796265E0,1.260396450E1
1.498396245E2,1.109642487E0,-1.331406326E1,-5.712870026E0,1.453039817E1
1.498496955E2,2.373614044E0,-1.315674042E1,-6.095624084E0,1.469321255E1
1.498597665E2,3.677851868E0,-1.110241241E1,-4.640799408E0,1.258281268E1
1.498698065E2,3.840413818E0,-7.288194122E0,-6.538403320E-1,8.264021965E0
1.498798775E2,2.816393280E0,-3.069367218E0,5.332361298E0,6.766621257E0
1.498899475E2,1.273401947E0,5.008584595E-1,1.103160965E1,1.111615146E1
1.498999885E2,-6.933581543E-1,2.419718170E0,1.380354538E1,1.403116697E1
1.499100595E2,-3.785927124E0,2.128723297E0,8.333021393E0,9.397018282E0
1.499201295E2,-1.005114853E1,-1.036055511E1,-1.060499680E1,1.791180187E1
1.499301705E2,-1.543350586E1,-3.506323563E1,-3.011572403E1,4.872966683E1
1.499402405E2,-1.010383896E1,-4.329237305E1,-3.054652817E1,5.393892388E1
1.499503115E2,-3.570974121E0,-3.768862610E1,-9.410929871E0,3.900961413E1
1.499603825E2,-3.486100616E0,-2.828248627E1,1.004755600E1,3.021597770E1
1.499704225E2,-2.471360779E0,-1.835093903E1,1.495629822E1,2.380242516E1
1.499804935E2,-1.628463593E0,-8.976084137E0,1.316153046E1,1.601398964E1
1.499905645E2,-8.517288208E-1,-1.688488770E-1,1.038360718E1,1.041984884E1
1.500006045E2,5.448669434E-2,7.362739105E0,7.911797333E0,1.080784127E1
1.500106755E2,1.685494995E0,8.463699646E0,5.941893768E0,1.047765273E1
1.500207465E2,3.666475525E0,5.761518860E0,3.021766205E0,7.467878771E0
1.500308175E2,5.876479797E0,1.065484314E0,-1.892065430E-1,5.975288340E0
1.500408575E2,7.838749237E0,-4.658612366E0,-4.694837036E0,1.025622511E1
1.500509285E2,8.256680145E0,-1.000743942E1,-9.608369293E0,1.614442230E1
1.500609985E2,6.533014526E0,-1.730925522E1,-9.948761444E0,2.100639068E1
1.500710395E2,5.025948486E0,-2.423879517E1,-4.474345551E0,2.515549875E1
1.500811105E2,3.893253937E0,-2.801125031E1,1.807940369E0,2.833824656E1
1.500911805E2,2.887645111E0,-2.619058640E1,4.652774506E0,2.675693593E1
1.501012215E2,2.756517792E0,-1.979333954E1,2.710862732E0,2.016738598E1
1.501112915E2,3.296445007E0,-1.414528473E1,-3.079096985E-1,1.452757509E1
1.501213625E2,3.781586151E0,-1.013542328E1,-2.016007690E0,1.100415766E1
1.501314335E2,3.948489075E0,-8.152646484E0,-2.715054016E0,9.456623551E0
1.501414735E2,3.710034943E0,-7.552544403E0,-2.937192078E0,8.912484701E0
1.501515445E2,3.250789948E0,-8.019573212E0,-2.731519775E0,9.074270773E0
1.501616155E2,2.596500549E0,-9.096583557E0,-2.693349152E0,9.835841457E0
1.501716555E2,1.921554108E0,-1.007195526E1,-2.814746704E0,1.063294183E1
1.501817265E2,1.128353577E0,-1.064900528E1,-3.207978973E0,1.117880246E1
1.501917975E2,2.209405518E-1,-1.077339661E1,-4.187392273E0,1.156067226E1
1.502018685E2,-7.688012695E-1,-1.060484711E1,-5.271887054E0,1.186788232E1
1.502119085E2,-1.814526672E0,-1.024619293E1,-5.865402832E0,1.194487032E1
1.502219795E2,-2.798131256E0,-9.545350342E0,-6.556665344E0,1.191356840E1
1.502320505E2,-3.454815674E0,-8.706195374E0,-7.436685333E0,1.195984440E1
1.502420905E2,-3.764521637E0,-7.863298187E0,-8.094267883E0,1.189622857E1
1.502521615E2,-3.871100006E0,-7.199279022E0,-8.619226227E0,1.187880863E1
1.502622315E2,-3.710184631E0,-6.840475159E0,-9.222471771E0,1.206696134E1
1.502722725E2,-3.029400330E0,-6.707102509E0,-9.555529175E0,1.206112052E1
1.502823425E2,-2.121089172E0,-6.780449982E0,-9.283844147E0,1.169030724E1
1.502924135E2,-1.169817352E0,-6.705755310E0,-8.346792755E0,1.077054206E1
1.503024845E2,-3.028202820E-1,-6.220314789E0,-6.874005432E0,9.275557497E0
1.503125245E2,4.360432434E-1,-5.564528503E0,-5.030439148E0,7.513948975E0
1.503225955E2,1.225351868E0,-5.193899231E0,-3.126248932E0,6.184780417E0
1.503326665E2,1.962718506E0,-5.757776642E0,-1.309327240E0,6.222426666E0
1.503427065E2,2.604434052E0,-7.539820862E0,2.020797729E-1,7.979524522E0
1.503527775E2,3.363355865E0,-1.021191422E1,1.467697906E0,1.085124379E1
1.503628485E2,4.359683990E0,-1.294313461E1,2.606679382E0,1.390418482E1
1.503729195E2,5.321284332E0,-1.515388733E1,3.613036652E0,1.646239357E1
1.503829595E2,6.131250000E0,-1.726270203E1,4.397555237E0,1.883962844E1
1.503930305E2,6.334976349E0,-1.937989929E1,5.003046112E0,2.099387750E1
1.504031015E2,5.617967377E0,-2.145578247E1,4.665797424E0,2.266454995E1
1.504131415E2,4.268972626E0,-2.300341415E1,2.864892426E0,2.357093122E1
1.504232125E2,2.312690735E0,-2.348406464E1,-1.399589539E0,2.363913453E1
1.504332825E2,3.109034729E-1,-2.327030914E1,-5.511239319E0,2.391605543E1
1.504433235E2,-1.522633667E0,-2.306134369E1,-6.557563477E0,2.402385533E1
1.504533945E2,-2.769091644E0,-2.243295044E1,-5.261857910E0,2.320759106E1
1.504634645E2,-3.340004425E0,-2.094339798E1,-3.087030487E0,2.143154931E1
1.504735355E2,-3.624263306E0,-1.878204254E1,-1.395697632E0,1.917937378E1
1.504835755E2,-3.645070038E0,-1.617221970E1,-7.072792053E-1,1.659299459E1
1.504936465E2,-3.291355591E0,-1.378648087E1,-5.816903687E-1,1.418585352E1
1.505037175E2,-2.532134399E0,-1.191926376E1,-3.541635132E-1,1.219040545E1
1.505137575E2,-1.876797180E0,-1.042956161E1,5.231620789E-1,1.060998688E1
1.505238285E2,-1.535806274E0,-9.072932739E0,1.533111877E0,9.328839233E0
1.505338995E2,-1.417103119E0,-7.534881134E0,2.133064270E0,7.958176810E0
1.505439705E2,-1.363514557E0,-5.947132874E0,2.245929565E0,6.501673706E0
1.505540105E2,-1.445993042E0,-4.467160492E0,1.868564301E0,5.053508809E0
1.505640815E2,-1.620530090E0,-3.149750061E0,1.180145874E0,3.733602483E0
1.505741525E2,-1.713037720E0,-2.113155670E0,2.457888794E-1,2.731361801E0
1.505841925E2,-1.795516205E0,-1.424437866E0,-7.220983887E-1,2.402983096E0
1.505942635E2,-1.764830017E0,-1.069376221E0,-1.498833160E0,2.550429637E0
1.506043335E2,-1.481020203E0,-8.039781189E-1,-1.936822357E0,2.567310363E0
1.506143745E2,-1.049766998E0,-6.384223938E-1,-2.101479950E0,2.434299054E0
1.506244455E2,-6.343807983E-1,-5.776487732E-1,-2.055824890E0,2.227674366E0
1.506345155E2,-2.962339783E-1,-6.206094360E-1,-2.052232361E0,2.164386358E0
1.506445865E2,-6.346801758E-2,-7.098239136E-1,-2.138602753E0,2.254218248E0
1.506546265E2,1.378633118E-1,-6.756948853E-1,-2.346520386E0,2.445757100E0
1.506646975E2,4.246669006E-1,-5.330415344E-1,-2.564018097E0,2.653048069E0
1.506747685E2,8.601113892E-1,-4.376898193E-1,-2.904110870E0,3.060265336E0
1.506848085E2,1.498084717E0,-5.670208740E-1,-3.388802948E0,3.748300403E0
1.506948795E2,2.277962952E0,-1.066232758E0,-3.813469849E0,4.568207503E0
1.507049505E2,2.981499939E0,-1.723964996E0,-3.985462189E0,5.267381328E0
1.507150215E2,3.617078247E0,-2.295925598E0,-4.112996979E0,5.938962329E0
1.507250615E2,4.137545929E0,-2.945574646E0,-4.570296021E0,6.832517986E0
1.507351325E2,4.385430450E0,-3.985911255E0,-5.728587341E0,8.242342003E0
1.507452035E2,4.158053284E0,-5.815855865E0,-7.573800201E0,1.041518296E1
1.507552435E2,3.015628967E0,-8.752598877E0,-9.129515076E0,1.300192488E1
1.507653145E2,7.833210754E-1,-1.168185745E1,-8.355025635E0,1.438352665E1
1.507753845E2,-1.233734436E0,-1.416294800E1,-6.681805115E0,1.570852368E1
1.507854555E2,-3.117566986E0,-1.797986069E1,-4.899760895E0,1.889450373E1
1.507954965E2,-6.172863464E0,-2.261871414E1,-2.243684235E0,2.355301662E1
1.508055665E2,-8.843010864E0,-2.479743347E1,1.564097443E0,2.637343263E1
1.508156375E2,-1.035696259E1,-2.439701614E1,4.402195587E0,2.686745981E1
1.508256775E2,-1.229543152E1,-2.264595749E1,2.631078644E0,2.590250184E1
1.508357906E2,-1.249077530E1,-1.737601639E1,-4.114493866E0,2.179161474E1
1.508458616E2,-8.622220001E0,-1.148426834E1,-8.346343689E0,1.661001355E1
1.508559016E2,-3.364104309E0,-7.661368103E0,-6.157595215E0,1.038892381E1
1.508659726E2,-2.046244812E-1,-5.235812073E0,-1.175505524E0,5.370047716E0
1.508760436E2,2.099683685E0,-3.172652435E0,3.779191132E0,5.362525586E0
1.508861146E2,4.276307373E0,-1.394350433E0,7.988737335E0,9.167930088E0
1.508961546E2,6.353537750E0,-4.218228149E-1,1.040561142E1,1.219926741E1
1.509062256E2,8.109685822E0,-1.069825287E0,1.058538757E1,1.337766648E1
1.509162966E2,8.944948883E0,-3.572920074E0,8.187224579E0,1.264153925E1
1.509263366E2,8.572972412E0,-7.432943115E0,3.923191681E0,1.200566251E1
1.509364076E2,7.441774750E0,-1.176224030E1,1.326242065E-1,1.391933538E1
1.509464786E2,5.308710480E0,-1.585263428E1,-2.101929016E0,1.684952599E1
1.509565486E2,1.979932709E0,-1.834450241E1,-2.582280121E0,1.863086345E1
1.509665896E2,-1.101409607E0,-1.797746567E1,-2.197879486E0,1.814478022E1
1.509766596E2,-2.420466614E0,-1.536958878E1,-1.918410645E0,1.567683696E1
1.509867306E2,-2.367776184E0,-1.192525131E1,-1.855840759E0,1.229886693E1
1.509967706E2,-1.999392242E0,-9.388775940E0,-1.701960754E0,9.749018074E0
1.510068416E2,-1.931283875E0,-8.288264465E0,-1.254990234E0,8.602336063E0
1.510169126E2,-1.811981964E0,-8.189619598E0,-6.795867920E-1,8.415164051E0
1.510269526E2,-1.622775421E0,-8.450826416E0,-5.005590820E-1,8.619769520E0
1.510370236E2,-1.514700165E0,-8.543633423E0,-7.035369873E-1,8.705340484E0
1.510470946E2,-1.372944946E0,-8.455616455E0,-8.149053955E-1,8.605027499E0
1.510571656E2,-1.085991669E0,-8.264463959E0,-7.758366394E-1,8.371538982E0
1.510672056E2,-8.601113892E-1,-8.152347107E0,-7.466473389E-1,8.231527027E0
1.510772766E2,-7.322772217E-1,-8.359665985E0,-6.725514221E-1,8.418584841E0
1.510873476E2,-8.830137634E-1,-8.974587250E0,-6.087840271E-1,9.038448296E0
1.510973876E2,-1.221459961E0,-9.743987274E0,-4.204756165E-1,9.829244741E0
1.511074586E2,-1.515747986E0,-1.027478348E1,2.439926147E-2,1.038601284E1
1.511175296E2,-1.691632233E0,-1.048090485E1,4.553530884E-1,1.062630380E1
1.511275996E2,-1.583556976E0,-1.042327469E1,8.135581970E-1,1.057422266E1
1.511376406E2,-1.147364044E0,-1.017718643E1,1.241817627E0,1.031666995E1
1.511477106E2,-5.619314575E-1,-9.955796814E0,1.739083557E0,1.012215732E1
1.511577816E2,1.393601990E-1,-9.922266541E0,2.262994080E0,1.017801242E1
1.511678226E2,8.885522461E-1,-1.008393036E1,2.844385071E0,1.051502273E1
1.511778926E2,1.518442383E0,-1.021850052E1,3.317102051E0,1.085018830E1
1.511879636E2,1.776805115E0,-1.015069153E1,3.414399719E0,1.085595230E1
1.511980036E2,1.602866821E0,-9.857601013E0,3.092419281E0,1.045488100E1
1.512080746E2,1.128054199E0,-9.569450226E0,2.610421600E0,9.983044868E0
1.512181456E2,6.008505249E-1,-9.431736603E0,2.086361389E0,9.678407955E0
1.512282166E2,1.960922241E-1,-9.479487305E0,1.562301178E0,9.609366092E0
1.512382566E2,-1.392105103E-2,-9.603279877E0,1.125659180E0,9.669037531E0
1.512483276E2,-4.221221924E-2,-9.729617157E0,8.693920898E-1,9.768473499E0
1.512583986E2,3.667373657E-2,-9.818532257E0,8.575666809E-1,9.855979975E0
1.512684386E2,1.001417542E-1,-9.890682220E0,1.091829529E0,9.951266999E0
1.512785096E2,5.328918457E-2,-9.967173157E0,1.430126038E0,1.006939129E1
1.512885806E2,-1.258882141E-1,-9.989177399E0,1.677112427E0,1.012976895E1
1.512986506E2,-4.131408691E-1,-9.970615997E0,1.794767761E0,1.013928302E1
1.513086916E2,-6.945556641E-1,-9.887239380E0,1.784738617E0,1.007100800E1
1.513187616E2,-9.090596008E-1,-9.705966339E0,1.618733826E0,9.881926489E0
1.513288326E2,-1.037043457E0,-9.431886292E0,1.298998718E0,9.577230070E0
1.513388736E2,-1.031504974E0,-9.230255585E0,9.306147766E-1,9.334220082E0
1.513489436E2,-8.316705322E-1,-9.123527527E0,5.797444153E-1,9.179680495E0
1.513590146E2,-4.683760071E-1,-9.095984802E0,3.356021118E-1,9.114216608E0
1.513690546E2,1.631607056E-2,-9.170529785E0,2.424957275E-1,9.173749884E0
1.513791256E2,5.468128967E-1,-9.267079010E0,2.053729248E-1,9.285469065E0
1.513891966E2,1.035247192E0,-9.371861115E0,2.122586060E-1,9.431255018E0
1.513992676E2,1.360221405E0,-9.469907227E0,3.409909058E-1,9.573171885E0
1.514093076E2,1.452279968E0,-9.592352600E0,6.418652344E-1,9.722876966E0
1.514193786E2,1.292861481E0,-9.676777039E0,9.806108093E-1,9.811885763E0
1.514294496E2,9.633966064E-1,-9.752669220E0,1.250948639E0,9.879653963E0
1.514394896E2,5.903723145E-1,-9.714648285E0,1.326990509E0,9.822618520E0
1.514495606E2,2.457888794E-1,-9.587861938E0,1.192420349E0,9.664852560E0
1.514596316E2,-1.302291870E-2,-9.426497498E0,9.108558655E-1,9.470410924E0
1.514697016E2,-1.633103943E-1,-9.305998077E0,5.095404053E-1,9.321368029E0
1.514797426E2,-1.344204712E-1,-9.269324341E0,5.388793945E-2,9.270455572E0
1.514898126E2,8.098159790E-2,-9.318122864E0,-4.135899353E-1,9.327648597E0
1.514998836E2,4.463717651E-1,-9.438622284E0,-8.098159790E-1,9.483809377E0
1.515099246E2,8.741821289E-1,-9.573192444E0,-1.097068634E0,9.675420794E0
1.515199946E2,1.282083893E0,-9.710756378E0,-1.243913269E0,9.873694788E0
1.515300656E2,1.600172424E0,-9.838291168E0,-1.193318481E0,1.003875161E1
1.515401366E2,1.817221069E0,-9.952503662E0,-1.046922913E0,1.017107021E1
1.515501766E2,1.833237762E0,-1.013003448E1,-8.976832581E-1,1.033364382E1
1.515602476E2,1.673370209E0,-1.026640091E1,-7.342231750E-1,1.042776290E1
1.515703186E2,1.394500122E0,-1.026295807E1,-5.960604858E-1,1.037440249E1
1.515803586E2,1.102457428E0,-1.015652939E1,-5.444178772E-1,1.023068387E1
1.515904296E2,8.361611938E-1,-9.999655609E0,-5.635780334E-1,1.005036806E1
1.516005006E2,7.009922791E-1,-9.764943695E0,-6.182144165E-1,9.809572091E0
1.516105406E2,6.975494385E-1,-9.602381744E0,-6.066883850E-1,9.646780871E0
1.516206116E2,7.590715027E-1,-9.508975983E0,-4.822970581E-1,9.551409542E0
1.516306826E2,9.505233765E-1,-9.435628510E0,-1.859133911E-1,9.485206579E0
1.516407526E2,1.239272919E0,-9.439370728E0,3.147953796E-1,9.525576793E0
1.516507936E2,1.484912109E0,-9.649683380E0,1.170865173E0,9.833223203E0
1.516608636E2,1.674268341E0,-1.008033783E1,2.329904938E0,1.048068902E1
1.516709346E2,1.789678345E0,-1.060035645E1,3.385509796E0,1.127085542E1
1.516809756E2,1.901046753E0,-1.109148514E1,3.938010864E0,1.192237187E1
1.516910456E2,1.995051270E0,-1.143412262E1,3.814517670E0,1.221760757E1
1.517011166E2,1.925296326E0,-1.153845566E1,3.020119629E0,1.208154988E1
1.517111876E2,1.369352417E0,-1.163575333E1,1.633403320E0,1.182936549E1
1.517212276E2,3.900888062E-1,-1.199635345E1,-8.906478882E-2,1.200302454E1
1.517312986E2,-7.333250427E-1,-1.253089188E1,-1.912722473E0,1.269722505E1
1.517413696E2,-1.760339355E0,-1.324341019E1,-3.586092682E0,1.383281492E1
1.517514096E2,-2.579436035E0,-1.414917664E1,-5.122946777E0,1.526752349E1
1.517614806E2,-3.185226288E0,-1.507560013E1,-6.478527832E0,1.671498455E1
1.517715516E2,-3.870800629E0,-1.610920074E1,-7.695048065E0,1.826754529E1
1.517815916E2,-5.148393860E0,-1.733290604E1,-8.477171631E0,1.996992814E1
1.517916626E2,-6.951993256E0,-1.783301605E1,-7.840395813E0,2.068377331E1
1.518017336E2,-8.847501526E0,-1.720297623E1,-5.925877075E0,2.023207091E1
1.518118036E2,-1.038091278E1,-1.617177063E1,-3.036136322E0,1.945527279E1
1.518218446E2,-1.135104538E1,-1.537467819E1,5.788462830E-1,1.911967635E1
1.518319352E2,-1.199051559E1,-1.504835678E1,3.791764984E0,1.961129745E1
1.518420052E2,-1.211715225E1,-1.439586365E1,6.244414673E0,1.982571521E1
1.518520462E2,-1.136227203E1,-1.302471497E1,8.114326172E0,1.909415395E1
1.518621162E2,-8.581055603E0,-1.169652695E1,9.265881500E0,1.721336161E1
1.518721872E2,-4.754862213E0,-1.121288269E1,8.001909943E0,1.457285201E1
1.518822582E2,-1.522633667E0,-1.185160446E1,5.295687561E0,1.306993681E1
1.518922982E2,1.088536377E0,-1.247685425E1,1.392554169E0,1.260142891E1
1.519023692E2,3.137924652E0,-1.236279144E1,-2.225422211E0,1.294749734E1
1.519124402E2,3.944896545E0,-1.105032074E1,-3.364553375E0,1.220622860E1
1.519224802E2,3.186872864E0,-8.899443512E0,-2.535427551E0,9.786963081E0
1.519325512E2,1.333726501E0,-6.642436981E0,-1.203796692E0,6.881127953E0
1.519426222E2,-2.097138977E-1,-4.699926453E0,4.025129700E-1,4.721790473E0
1.519526622E2,-8.315208435E-1,-3.130290527E0,1.392554169E0,3.525528728E0
1.519627332E2,-1.003363495E0,-2.153122559E0,1.398392029E0,2.756478790E0
1.519728042E2,-9.862989807E-1,-1.842518463E0,2.959346008E-1,2.110743294E0
1.519828742E2,-9.979747009E-1,-2.198178864E0,-1.492845612E0,2.838403044E0
1.519929152E2,-1.025966492E0,-2.785856781E0,-2.908900909E0,4.156357750E0
1.520029862E2,-1.108894043E0,-3.399730225E0,-3.346740417E0,4.897803898E0
1.520130562E2,-1.263672180E0,-3.810176697E0,-3.196602631E0,5.131528254E0
1.520230972E2,-1.336271210E0,-3.964206390E0,-2.952011261E0,5.120051126E0
1.520331672E2,-1.437760162E0,-3.965553589E0,-2.894381104E0,5.115682899E0
1.520432382E2,-8.919950867E-1,-3.398233337E0,-2.769391022E0,4.473608351E0
1.520533092E2,-3.555107117E-1,-2.869682465E0,-2.982098694E0,4.153838939E0
1.520633492E2,-1.712438965E-1,-2.358944550E0,-3.809428253E0,4.483936605E0
1.520734202E2,-5.135820007E-1,-1.848206635E0,-4.658462677E0,5.037946878E0
1.520834912E2,-1.138083344E0,-1.618284760E0,-5.159171448E0,5.525498103E0
1.520935312E2,-1.648072815E0,-1.636397095E0,-5.607788544E0,6.069697835E0
1.521036022E2,-2.041305084E0,-1.850302277E0,-6.135590973E0,6.725772933E0
1.521136732E2,-2.359393616E0,-2.367626495E0,-6.448440399E0,7.263248381E0
1.521237132E2,-2.501298523E0,-3.157982941E0,-6.647825775E0,7.773219287E0
1.521337842E2,-2.424508209E0,-4.154311066E0,-6.709796906E0,8.255780702E0
1.521438552E2,-2.392624512E0,-4.977599030E0,-6.584357758E0,8.593888016E0
1.521539252E2,-2.575544128E0,-5.262007599E0,-6.494394836E0,8.746388730E0
1.521639662E2,-2.876717834E0,-5.197042694E0,-6.134992218E0,8.539489902E0
1.521740372E2,-3.136727142E0,-5.112767944E0,-5.518873444E0,8.150915121E0
1.521841072E2,-3.246898041E0,-5.098248138E0,-5.109175415E0,7.914426978E0
1.521941482E2,-3.293301544E0,-5.133424988E0,-4.944218445E0,7.851317291E0
1.522042182E2,-3.490291901E0,-5.226082306E0,-4.722529449E0,7.861065972E0
1.522142892E2,-3.901935883E0,-5.313350830E0,-4.398153992E0,7.924680385E0
1.522243602E2,-4.463717651E0,-5.251230011E0,-4.207151184E0,8.074671076E0
1.522344002E2,-5.018164673E0,-4.860392761E0,-4.134252777E0,8.117723850E0
1.522444712E2,-5.517226868E0,-4.307442627E0,-3.649710388E0,7.893936927E0
1.522545422E2,-5.899681549E0,-4.472249908E0,-1.936522980E0,7.652279587E0
1.522645822E2,-6.394103394E0,-5.893244934E0,1.027014313E0,8.756120857E0
1.522746532E2,-7.193740540E0,-7.426207123E0,3.342998199E0,1.086619032E1
1.522847242E2,-7.722141724E0,-8.836723938E0,2.696492615E0,1.204118911E1
1.522947952E2,-7.322173462E0,-1.148935776E1,-1.612596588E0,1.371933066E1
1.523048352E2,-6.115233307E0,-1.650318146E1,-8.856632538E0,1.970256370E1
1.523149062E2,-4.158053284E0,-2.111988098E1,-1.312410828E1,2.521073180E1
1.523249772E2,-2.727029114E0,-2.308349762E1,-9.123377838E0,2.497039394E1
1.523350172E2,-2.207010498E0,-2.165891006E1,-1.066831512E0,2.179718812E1
1.523450882E2,-1.874551849E0,-1.666499496E1,5.069507904E0,1.751958653E1
1.523551582E2,-1.485510864E0,-1.161180313E1,7.947273560E0,1.414920038E1
1.523651992E2,-9.830058289E-1,-7.072492676E0,8.143365784E0,1.083055213E1
1.523752692E2,-5.647755432E-1,-3.223396912E0,7.146738281E0,7.860351590E0
1.523853402E2,-1.892065430E-1,-1.245260468E0,6.973548431E0,7.086384866E0
1.523954112E2,4.990621948E-1,-1.198856964E0,7.486681366E0,7.598468199E0
1.524054512E2,1.595532074E0,-2.247426453E0,8.145760803E0,8.599422499E0
1.524155222E2,2.653232574E0,-4.201163635E0,8.389603729E0,9.750634324E0
1.524255932E2,3.421584778E0,-7.069349213E0,7.727380829E0,1.101795603E1
